index	symbol	source_file	line_no	raw
490	GXSetDispCopyYScale	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2748	GXSetDispCopyYScale = .text:0x800F9430; // type:function size:0xD4 scope:global
491	GXSetCopyClear	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2749	GXSetCopyClear = .text:0x800F9504; // type:function size:0x68 scope:global
492	GXSetCopyFilter	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2750	GXSetCopyFilter = .text:0x800F956C; // type:function size:0x228 scope:global
493	GXSetDispCopyGamma	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2751	GXSetDispCopyGamma = .text:0x800F9794; // type:function size:0x1C scope:global
494	GXCopyDisp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2752	GXCopyDisp = .text:0x800F97B0; // type:function size:0x170 scope:global
495	GXCopyTex	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2753	GXCopyTex = .text:0x800F9920; // type:function size:0x190 scope:global
496	GXClearBoundingBox	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2754	GXClearBoundingBox = .text:0x800F9AB0; // type:function size:0x38 scope:global
497	GXInitLightSpot	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2755	GXInitLightSpot = .text:0x800F9AE8; // type:function size:0x180 scope:global
498	GXInitLightPos	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2756	GXInitLightPos = .text:0x800F9C68; // type:function size:0x10 scope:global
499	GXInitLightColor	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2757	GXInitLightColor = .text:0x800F9C78; // type:function size:0x28 scope:global
500	GXLoadLightObjImm	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2758	GXLoadLightObjImm = .text:0x800F9CA0; // type:function size:0x148 scope:global
501	GXSetChanAmbColor	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2759	GXSetChanAmbColor = .text:0x800F9DE8; // type:function size:0x168 scope:global
502	GXSetChanMatColor	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2760	GXSetChanMatColor = .text:0x800F9F50; // type:function size:0x168 scope:global
503	GXSetNumChans	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2761	GXSetNumChans = .text:0x800FA0B8; // type:function size:0x4C scope:global
504	GXSetChanCtrl	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2762	GXSetChanCtrl = .text:0x800FA104; // type:function size:0x1E4 scope:global
505	__GXGetTexTileShift	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2763	__GXGetTexTileShift = .text:0x800FA2E8; // type:function size:0x64 scope:local
506	GXGetTexBufferSize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2764	GXGetTexBufferSize = .text:0x800FA34C; // type:function size:0x15C scope:global
507	__GetImageTileCount	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2765	__GetImageTileCount = .text:0x800FA4A8; // type:function size:0xC8 scope:global
508	GXInitTexObj	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2766	GXInitTexObj = .text:0x800FA570; // type:function size:0x274 scope:global
509	GXInitTexObjLOD	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2767	GXInitTexObjLOD = .text:0x800FA7E4; // type:function size:0x194 scope:global
510	GXInitTexObjWrapMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2768	GXInitTexObjWrapMode = .text:0x800FA978; // type:function size:0x28 scope:global
511	GXGetTexObjFmt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2769	GXGetTexObjFmt = .text:0x800FA9A0; // type:function size:0x8 scope:global
512	GXLoadTexObjPreLoaded	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2770	GXLoadTexObjPreLoaded = .text:0x800FA9A8; // type:function size:0x1A8 scope:global
513	GXLoadTexObj	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2771	GXLoadTexObj = .text:0x800FAB50; // type:function size:0x54 scope:global
514	GXInitTexCacheRegion	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2772	GXInitTexCacheRegion = .text:0x800FABA4; // type:function size:0x120 scope:global
515	GXInitTlutRegion	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2773	GXInitTlutRegion = .text:0x800FACC4; // type:function size:0x48 scope:global
516	GXInvalidateTexAll	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2774	GXInvalidateTexAll = .text:0x800FAD0C; // type:function size:0x48 scope:global
517	GXSetTexRegionCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2775	GXSetTexRegionCallback = .text:0x800FAD54; // type:function size:0x14 scope:global
518	GXSetTlutRegionCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2776	GXSetTlutRegionCallback = .text:0x800FAD68; // type:function size:0x14 scope:global
519	__SetSURegs	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2777	__SetSURegs = .text:0x800FAD7C; // type:function size:0xCC scope:local
520	__GXSetSUTexRegs	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2778	__GXSetSUTexRegs = .text:0x800FAE48; // type:function size:0x17C scope:global
521	__GXSetTmemConfig	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2779	__GXSetTmemConfig = .text:0x800FAFC4; // type:function size:0x240 scope:global
522	GXSetTevIndirect	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2780	GXSetTevIndirect = .text:0x800FB204; // type:function size:0x9C scope:global
523	GXSetIndTexCoordScale	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2781	GXSetIndTexCoordScale = .text:0x800FB2A0; // type:function size:0x1D4 scope:global
524	GXSetNumIndStages	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2782	GXSetNumIndStages = .text:0x800FB474; // type:function size:0x2C scope:global
525	GXSetTevDirect	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2783	GXSetTevDirect = .text:0x800FB4A0; // type:function size:0x48 scope:global
526	__GXUpdateBPMask	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2784	__GXUpdateBPMask = .text:0x800FB4E8; // type:function size:0xCC scope:global
527	__GXFlushTextureState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2785	__GXFlushTextureState = .text:0x800FB5B4; // type:function size:0x24 scope:global
528	GXSetTevOp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2786	GXSetTevOp = .text:0x800FB5D8; // type:function size:0x1A4 scope:global
529	GXSetTevColorIn	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2787	GXSetTevColorIn = .text:0x800FB77C; // type:function size:0x80 scope:global
530	GXSetTevAlphaIn	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2788	GXSetTevAlphaIn = .text:0x800FB7FC; // type:function size:0x84 scope:global
531	GXSetTevColorOp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2789	GXSetTevColorOp = .text:0x800FB880; // type:function size:0xC0 scope:global
532	GXSetTevAlphaOp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2790	GXSetTevAlphaOp = .text:0x800FB940; // type:function size:0xC0 scope:global
533	GXSetTevKColorSel	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2791	GXSetTevKColorSel = .text:0x800FBA00; // type:function size:0x6C scope:global
534	GXSetTevKAlphaSel	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2792	GXSetTevKAlphaSel = .text:0x800FBA6C; // type:function size:0x6C scope:global
535	GXSetTevSwapMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2793	GXSetTevSwapMode = .text:0x800FBAD8; // type:function size:0x58 scope:global
536	GXSetTevSwapModeTable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2794	GXSetTevSwapModeTable = .text:0x800FBB30; // type:function size:0xA0 scope:global
537	GXSetAlphaCompare	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2795	GXSetAlphaCompare = .text:0x800FBBD0; // type:function size:0x50 scope:global
538	GXSetZTexture	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2796	GXSetZTexture = .text:0x800FBC20; // type:function size:0x84 scope:global
539	GXSetTevOrder	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2797	GXSetTevOrder = .text:0x800FBCA4; // type:function size:0x1DC scope:global
540	GXSetNumTevStages	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2798	GXSetNumTevStages = .text:0x800FBE80; // type:function size:0x34 scope:global
541	GXSetFog	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2799	GXSetFog = .text:0x800FBEB4; // type:function size:0x1B0 scope:global
542	GXSetFogRangeAdj	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2800	GXSetFogRangeAdj = .text:0x800FC064; // type:function size:0x100 scope:global
543	GXSetBlendMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2801	GXSetBlendMode = .text:0x800FC164; // type:function size:0x104 scope:global
544	GXSetColorUpdate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2802	GXSetColorUpdate = .text:0x800FC268; // type:function size:0x40 scope:global
545	GXSetAlphaUpdate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2803	GXSetAlphaUpdate = .text:0x800FC2A8; // type:function size:0x40 scope:global
546	GXSetZMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2804	GXSetZMode = .text:0x800FC2E8; // type:function size:0x78 scope:global
547	GXSetZCompLoc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2805	GXSetZCompLoc = .text:0x800FC360; // type:function size:0x40 scope:global
548	GXSetPixelFmt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2806	GXSetPixelFmt = .text:0x800FC3A0; // type:function size:0x110 scope:global
549	GXSetDither	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2807	GXSetDither = .text:0x800FC4B0; // type:function size:0x40 scope:global
550	GXSetDstAlpha	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2808	GXSetDstAlpha = .text:0x800FC4F0; // type:function size:0x54 scope:global
551	GXSetFieldMask	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2809	GXSetFieldMask = .text:0x800FC544; // type:function size:0x38 scope:global
552	GXSetFieldMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2810	GXSetFieldMode = .text:0x800FC57C; // type:function size:0x80 scope:global
553	GXSetProjection	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2811	GXSetProjection = .text:0x800FC5FC; // type:function size:0xD4 scope:global
554	GXLoadPosMtxImm	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2815	GXLoadPosMtxImm = .text:0x800FC75C; // type:function size:0x3C scope:global
555	GXLoadNrmMtxImm	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2816	GXLoadNrmMtxImm = .text:0x800FC798; // type:function size:0x40 scope:global
556	GXSetCurrentMtx	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2817	GXSetCurrentMtx = .text:0x800FC7D8; // type:function size:0x3C scope:global
557	GXLoadTexMtxImm	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2818	GXLoadTexMtxImm = .text:0x800FC814; // type:function size:0x84 scope:global
558	GXSetViewportJitter	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2819	GXSetViewportJitter = .text:0x800FC898; // type:function size:0x11C scope:global
559	GXSetViewport	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2820	GXSetViewport = .text:0x800FC9B4; // type:function size:0x24 scope:global
560	GXSetScissor	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2821	GXSetScissor = .text:0x800FC9D8; // type:function size:0xB0 scope:global
561	GXSetScissorBoxOffset	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2822	GXSetScissorBoxOffset = .text:0x800FCA88; // type:function size:0x44 scope:global
562	GXSetClipMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2823	GXSetClipMode = .text:0x800FCACC; // type:function size:0x28 scope:global
563	__GXSetMatrixIndex	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2824	__GXSetMatrixIndex = .text:0x800FCAF4; // type:function size:0x84 scope:global
564	GXSetGPMetric	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2825	GXSetGPMetric = .text:0x800FCB78; // type:function size:0x898 scope:global
565	GXReadGPMetric	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2826	GXReadGPMetric = .text:0x800FD410; // type:function size:0x14C scope:global
566	GXClearGPMetric	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2827	GXClearGPMetric = .text:0x800FD55C; // type:function size:0x10 scope:global
567	GXReadXfRasMetric	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2828	GXReadXfRasMetric = .text:0x800FD56C; // type:function size:0x54 scope:global
568	__GXSetRange	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2829	__GXSetRange = .text:0x800FD5C0; // type:function size:0x4 scope:global
569	EXI2_Init	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2845	EXI2_Init = .text:0x800FE054; // type:function size:0x4 scope:global
570	EXI2_EnableInterrupts	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2846	EXI2_EnableInterrupts = .text:0x800FE058; // type:function size:0x4 scope:global
571	EXI2_Poll	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2847	EXI2_Poll = .text:0x800FE05C; // type:function size:0x8 scope:global
572	EXI2_ReadN	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2848	EXI2_ReadN = .text:0x800FE064; // type:function size:0x8 scope:global
573	EXI2_WriteN	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2849	EXI2_WriteN = .text:0x800FE06C; // type:function size:0x8 scope:global
574	EXI2_Reserve	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2850	EXI2_Reserve = .text:0x800FE074; // type:function size:0x4 scope:global
575	EXI2_Unreserve	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2851	EXI2_Unreserve = .text:0x800FE078; // type:function size:0x4 scope:global
576	EXIImm	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2853	EXIImm = .text:0x800FE170; // type:function size:0x25C scope:global
577	EXIImmEx	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2854	EXIImmEx = .text:0x800FE3CC; // type:function size:0xA0 scope:global
578	EXIDma	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2855	EXIDma = .text:0x800FE46C; // type:function size:0xEC scope:global
579	EXISync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2856	EXISync = .text:0x800FE558; // type:function size:0x208 scope:global
580	EXIClearInterrupts	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2857	EXIClearInterrupts = .text:0x800FE760; // type:function size:0x48 scope:global
581	EXISetExiCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2858	EXISetExiCallback = .text:0x800FE7A8; // type:function size:0x7C scope:global
582	__EXIProbe	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2859	__EXIProbe = .text:0x800FE824; // type:function size:0x174 scope:local
583	EXIProbe	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2860	EXIProbe = .text:0x800FE998; // type:function size:0x80 scope:global
584	EXIProbeEx	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2861	EXIProbeEx = .text:0x800FEA18; // type:function size:0xB4 scope:global
585	EXIAttach	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2862	EXIAttach = .text:0x800FEACC; // type:function size:0x10C scope:global
586	EXIDetach	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2863	EXIDetach = .text:0x800FEBD8; // type:function size:0xBC scope:global
587	EXISelect	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2864	EXISelect = .text:0x800FEC94; // type:function size:0x12C scope:global
588	EXIDeselect	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2865	EXIDeselect = .text:0x800FEDC0; // type:function size:0x110 scope:global
589	EXIIntrruptHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2866	EXIIntrruptHandler = .text:0x800FEED0; // type:function size:0xC8 scope:local
590	EXIInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2869	EXIInit = .text:0x800FF278; // type:function size:0x114 scope:global
591	EXILock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2870	EXILock = .text:0x800FF38C; // type:function size:0xF4 scope:global
592	EXIUnlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2871	EXIUnlock = .text:0x800FF480; // type:function size:0xDC scope:global
593	EXIGetState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2872	EXIGetState = .text:0x800FF55C; // type:function size:0x18 scope:global
594	EXIGetID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2874	EXIGetID = .text:0x800FF59C; // type:function size:0x37C scope:global
595	SIBusy	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2877	SIBusy = .text:0x800FFB88; // type:function size:0x20 scope:global
596	SIIsChanBusy	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2878	SIIsChanBusy = .text:0x800FFBA8; // type:function size:0x3C scope:global
597	SIInterruptHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2880	SIInterruptHandler = .text:0x800FFEE0; // type:function size:0x344 scope:local
598	SIEnablePollingInterrupt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2881	SIEnablePollingInterrupt = .text:0x80100224; // type:function size:0x98 scope:local
599	SIRegisterPollingHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2882	SIRegisterPollingHandler = .text:0x801002BC; // type:function size:0xCC scope:global
600	SIUnregisterPollingHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2883	SIUnregisterPollingHandler = .text:0x80100388; // type:function size:0xF4 scope:global
601	SIInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2884	SIInit = .text:0x8010047C; // type:function size:0xA4 scope:global
602	__SITransfer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2885	__SITransfer = .text:0x80100520; // type:function size:0x20C scope:local
603	SIGetStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2886	SIGetStatus = .text:0x8010072C; // type:function size:0x7C scope:global
604	SISetCommand	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2887	SISetCommand = .text:0x801007A8; // type:function size:0x14 scope:global
605	SITransferCommands	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2888	SITransferCommands = .text:0x801007BC; // type:function size:0x10 scope:global
606	SISetXY	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2889	SISetXY = .text:0x801007CC; // type:function size:0x6C scope:global
607	SIEnablePolling	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2890	SIEnablePolling = .text:0x80100838; // type:function size:0x9C scope:global
608	SIDisablePolling	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2891	SIDisablePolling = .text:0x801008D4; // type:function size:0x6C scope:global
609	SIGetResponseRaw	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2892	SIGetResponseRaw = .text:0x80100940; // type:function size:0xD4 scope:local
610	SIGetResponse	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2893	SIGetResponse = .text:0x80100A14; // type:function size:0xC4 scope:global
611	SITransfer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2895	SITransfer = .text:0x80100B64; // type:function size:0x16C scope:global
612	SIGetType	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2897	SIGetType = .text:0x80100F68; // type:function size:0x1C4 scope:global
613	SIGetTypeAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2898	SIGetTypeAsync = .text:0x8010112C; // type:function size:0x13C scope:global
614	SIDecodeType	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2899	SIDecodeType = .text:0x80101268; // type:function size:0x14C scope:global
615	SIProbe	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2900	SIProbe = .text:0x801013B4; // type:function size:0x24 scope:global
616	SISetSamplingRate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2901	SISetSamplingRate = .text:0x801013D8; // type:function size:0xE4 scope:global
617	SIRefreshSamplingRate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2902	SIRefreshSamplingRate = .text:0x801014BC; // type:function size:0x24 scope:global
618	__GBAX01	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2916	__GBAX01 = .text:0x80101D48; // type:function size:0x1DC scope:global
619	__GBAHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2928	__GBAHandler = .text:0x80102AF0; // type:function size:0xDC scope:local
620	__GBASyncCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2929	__GBASyncCallback = .text:0x80102BCC; // type:function size:0x34 scope:global
621	__GBASync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2930	__GBASync = .text:0x80102C00; // type:function size:0x6C scope:global
622	__GBATransfer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2932	__GBATransfer = .text:0x80102D90; // type:function size:0x74 scope:global
623	__GBASetDelay	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2933	__GBASetDelay = .text:0x80102E04; // type:function size:0x24 scope:global
624	__GBAX02	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2936	__GBAX02 = .text:0x80102FAC; // type:function size:0xE4 scope:global
625	__kernel_cosf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2946	__kernel_cosf = .text:0x801035A8; // type:function size:0xE8 scope:global
626	__kernel_sinf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2948	__kernel_sinf = .text:0x80103690; // type:function size:0xAC scope:global
627	__kernel_tanf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2950	__kernel_tanf = .text:0x8010373C; // type:function size:0x224 scope:global
628	__ieee754_rem_pio2f	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2952	__ieee754_rem_pio2f = .text:0x80103960; // type:function size:0x350 scope:global
629	__kernel_rem_pio2f	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2956	__kernel_rem_pio2f = .text:0x80103CD4; // type:function size:0x88C scope:global
630	memmove	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2968	memmove = .text:0x801047D8; // type:function size:0xEC scope:global
631	OSGetFontEncode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2969	OSGetFontEncode = .text:0x801048C4; // type:function size:0x58 scope:global
632	__CTOR_LIST__	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2970	__CTOR_LIST__ = .rodata:0x80104920; // type:object size:0x20 scope:global data:4byte
633	__DTOR_LIST__	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2971	__DTOR_LIST__ = .rodata:0x80104940; // type:object size:0x4 scope:global
634	AIType	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	10722	AIType = .data:0x8012B4FC; // type:object size:0xBB4 scope:global data:2byte
635	__MIXVolumeTable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11327	__MIXVolumeTable = .data:0x80160E20; // type:object size:0x78A scope:global
636	__MIXPanTableL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11328	__MIXPanTableL = .data:0x801615AC; // type:object size:0x200 scope:global
637	__MIXPanTableR	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11329	__MIXPanTableR = .data:0x801617AC; // type:object size:0x200 scope:global
638	__MIXAIVolumeTable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11330	__MIXAIVolumeTable = .data:0x801619AC; // type:object size:0x32 scope:global
639	PPCHaltPatch	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11400	PPCHaltPatch = .data:0x80165734; // type:object size:0x24 scope:local
640	PPCHaltData	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11403	PPCHaltData = .data:0x80165790; // type:object size:0x18 scope:local
641	__OSExceptionLocations	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11426	__OSExceptionLocations = .data:0x80165C28; // type:object size:0x3C scope:local
642	DSPInitCode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11457	DSPInitCode = .data:0x80166280; // type:object size:0x80 scope:local
643	__AXSrcCycles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11594	__AXSrcCycles = .data:0x80167D50; // type:object size:0x14 scope:local
644	__AXMixCycles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11595	__AXMixCycles = .data:0x80167D64; // type:object size:0x80 scope:local
645	GXNtsc240Ds	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11624	GXNtsc240Ds = .data:0x80169DF0; // type:object size:0x3C scope:global
646	GXNtsc240DsAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11625	GXNtsc240DsAa = .data:0x80169E2C; // type:object size:0x3C scope:global
647	GXNtsc240Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11626	GXNtsc240Int = .data:0x80169E68; // type:object size:0x3C scope:global
648	GXNtsc240IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11627	GXNtsc240IntAa = .data:0x80169EA4; // type:object size:0x3C scope:global
649	GXNtsc480IntDf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11628	GXNtsc480IntDf = .data:0x80169EE0; // type:object size:0x3C scope:global
650	GXNtsc480Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11629	GXNtsc480Int = .data:0x80169F1C; // type:object size:0x3C scope:global
651	GXNtsc480IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11630	GXNtsc480IntAa = .data:0x80169F58; // type:object size:0x3C scope:global
652	GXNtsc480Prog	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11631	GXNtsc480Prog = .data:0x80169F94; // type:object size:0x3C scope:global
653	GXNtsc480ProgAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11632	GXNtsc480ProgAa = .data:0x80169FD0; // type:object size:0x3C scope:global
