index	symbol	source_file	line_no	raw
167	__OSUnlockSram	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2341	__OSUnlockSram = .text:0x800E0FB0; // type:function size:0x24 scope:global
168	__OSUnlockSramEx	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2342	__OSUnlockSramEx = .text:0x800E0FD4; // type:function size:0x24 scope:global
169	__OSSyncSram	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2343	__OSSyncSram = .text:0x800E0FF8; // type:function size:0x10 scope:global
170	OSGetWirelessID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2344	OSGetWirelessID = .text:0x800E1008; // type:function size:0x84 scope:global
171	OSSetWirelessID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2345	OSSetWirelessID = .text:0x800E108C; // type:function size:0xAC scope:global
172	__OSSystemCallVectorStart	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2347	__OSSystemCallVectorStart = .text:0x800E1138; // type:label scope:global
173	__OSSystemCallVectorEnd	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2348	__OSSystemCallVectorEnd = .text:0x800E1154; // type:label scope:global
174	__OSInitSystemCall	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2349	__OSInitSystemCall = .text:0x800E1158; // type:function size:0x64 scope:global
175	__OSThreadInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2350	__OSThreadInit = .text:0x800E11BC; // type:function size:0x128 scope:global
176	OSInitThreadQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2351	OSInitThreadQueue = .text:0x800E12E4; // type:function size:0x10 scope:global
177	OSGetCurrentThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2352	OSGetCurrentThread = .text:0x800E12F4; // type:function size:0xC scope:global
178	OSDisableScheduler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2353	OSDisableScheduler = .text:0x800E1300; // type:function size:0x40 scope:global
179	OSEnableScheduler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2354	OSEnableScheduler = .text:0x800E1340; // type:function size:0x40 scope:global
180	__OSGetEffectivePriority	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2356	__OSGetEffectivePriority = .text:0x800E13E8; // type:function size:0x3C scope:global
181	__OSReschedule	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2359	__OSReschedule = .text:0x800E17E4; // type:function size:0x30 scope:global
182	OSCancelThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2360	OSCancelThread = .text:0x800E1814; // type:function size:0x1BC scope:global
183	OSResumeThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2361	OSResumeThread = .text:0x800E19D0; // type:function size:0x288 scope:global
184	OSSuspendThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2362	OSSuspendThread = .text:0x800E1C58; // type:function size:0x170 scope:global
185	OSSleepThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2363	OSSleepThread = .text:0x800E1DC8; // type:function size:0xEC scope:global
186	OSWakeupThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2364	OSWakeupThread = .text:0x800E1EB4; // type:function size:0x104 scope:global
187	OSGetTime	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2365	OSGetTime = .text:0x800E1FB8; // type:function size:0x18 scope:global
188	OSGetTick	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2366	OSGetTick = .text:0x800E1FD0; // type:function size:0x8 scope:global
189	__OSGetSystemTime	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2367	__OSGetSystemTime = .text:0x800E1FD8; // type:function size:0x64 scope:global
190	OSTicksToCalendarTime	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2369	OSTicksToCalendarTime = .text:0x800E21D8; // type:function size:0x204 scope:global
191	__OSUnlockAllMutex	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2370	__OSUnlockAllMutex = .text:0x800E23DC; // type:function size:0x70 scope:global
192	__OSReboot	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2373	__OSReboot = .text:0x800E2498; // type:function size:0x1CC scope:global
193	__DBExceptionDestinationAux	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2375	__DBExceptionDestinationAux = .text:0x800E268C; // type:function size:0x48 scope:global
194	__DBExceptionDestination	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2376	__DBExceptionDestination = .text:0x800E26D4; // type:function size:0x10 scope:global
195	__DBIsExceptionMarked	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2377	__DBIsExceptionMarked = .text:0x800E26E4; // type:function size:0x1C scope:global
196	PSMTXIdentity	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2379	PSMTXIdentity = .text:0x800E2750; // type:function size:0x2C scope:global
197	PSMTXTranspose	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2380	PSMTXTranspose = .text:0x800E277C; // type:function size:0x50 scope:global
198	PSMTXInverse	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2381	PSMTXInverse = .text:0x800E27CC; // type:function size:0xF8 scope:global
199	PSMTXScale	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2382	PSMTXScale = .text:0x800E28C4; // type:function size:0x28 scope:global
200	C_MTXPerspective	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2383	C_MTXPerspective = .text:0x800E28EC; // type:function size:0xD0 scope:global
201	C_MTXOrtho	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2384	C_MTXOrtho = .text:0x800E29BC; // type:function size:0x98 scope:global
202	__DVDFSInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2385	__DVDFSInit = .text:0x800E2A54; // type:function size:0x38 scope:global
203	DVDConvertPathToEntrynum	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2386	DVDConvertPathToEntrynum = .text:0x800E2A8C; // type:function size:0x2F4 scope:global
204	DVDOpen	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2387	DVDOpen = .text:0x800E2D80; // type:function size:0xC8 scope:global
205	DVDClose	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2388	DVDClose = .text:0x800E2E48; // type:function size:0x24 scope:global
206	DVDGetCurrentDir	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2390	DVDGetCurrentDir = .text:0x800E2FCC; // type:function size:0xC4 scope:global
207	DVDReadAsyncPrio	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2391	DVDReadAsyncPrio = .text:0x800E3090; // type:function size:0xC0 scope:global
208	DVDReadPrio	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2393	DVDReadPrio = .text:0x800E3180; // type:function size:0x118 scope:global
209	DVDPrepareStreamAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2395	DVDPrepareStreamAsync = .text:0x800E32BC; // type:function size:0xEC scope:global
210	DVDInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2397	DVDInit = .text:0x800E33D8; // type:function size:0xFC scope:global
211	DVDReadAbsAsyncPrio	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2424	DVDReadAbsAsyncPrio = .text:0x800E4E78; // type:function size:0xDC scope:global
212	DVDReadAbsAsyncForBS	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2425	DVDReadAbsAsyncForBS = .text:0x800E4F54; // type:function size:0xD0 scope:global
213	DVDReadDiskID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2426	DVDReadDiskID = .text:0x800E5024; // type:function size:0xD4 scope:global
214	DVDPrepareStreamAbsAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2427	DVDPrepareStreamAbsAsync = .text:0x800E50F8; // type:function size:0xC4 scope:global
215	DVDCancelStreamAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2428	DVDCancelStreamAsync = .text:0x800E51BC; // type:function size:0xBC scope:global
216	DVDStopStreamAtEndAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2429	DVDStopStreamAtEndAsync = .text:0x800E5278; // type:function size:0xBC scope:global
217	DVDGetStreamErrorStatusAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2430	DVDGetStreamErrorStatusAsync = .text:0x800E5334; // type:function size:0xBC scope:global
218	DVDGetStreamPlayAddrAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2431	DVDGetStreamPlayAddrAsync = .text:0x800E53F0; // type:function size:0xBC scope:global
219	DVDReset	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2432	DVDReset = .text:0x800E54AC; // type:function size:0x44 scope:global
220	DVDGetCommandBlockStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2433	DVDGetCommandBlockStatus = .text:0x800E54F0; // type:function size:0x4C scope:global
221	DVDGetDriveStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2434	DVDGetDriveStatus = .text:0x800E553C; // type:function size:0xAC scope:global
222	DVDSetAutoInvalidation	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2435	DVDSetAutoInvalidation = .text:0x800E55E8; // type:function size:0x10 scope:global
223	DVDCancelAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2436	DVDCancelAsync = .text:0x800E55F8; // type:function size:0x270 scope:global
224	DVDCancel	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2437	DVDCancel = .text:0x800E5868; // type:function size:0xAC scope:global
225	DVDGetCurrentDiskID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2439	DVDGetCurrentDiskID = .text:0x800E5938; // type:function size:0x8 scope:global
226	DVDCheckDisk	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2440	DVDCheckDisk = .text:0x800E5940; // type:function size:0xE4 scope:global
227	__DVDPrepareResetAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2441	__DVDPrepareResetAsync = .text:0x800E5A24; // type:function size:0x11C scope:global
228	__DVDClearWaitingQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2442	__DVDClearWaitingQueue = .text:0x800E5B40; // type:function size:0x38 scope:global
229	__DVDPushWaitingQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2443	__DVDPushWaitingQueue = .text:0x800E5B78; // type:function size:0x68 scope:global
230	__DVDPopWaitingQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2444	__DVDPopWaitingQueue = .text:0x800E5BE0; // type:function size:0xA0 scope:global
231	__DVDCheckWaitingQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2445	__DVDCheckWaitingQueue = .text:0x800E5C80; // type:function size:0x58 scope:global
232	__DVDDequeueWaitingQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2446	__DVDDequeueWaitingQueue = .text:0x800E5CD8; // type:function size:0x60 scope:global
233	__DVDStoreErrorCode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2448	__DVDStoreErrorCode = .text:0x800E5E54; // type:function size:0x7C scope:global
234	__fstLoad	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2450	__fstLoad = .text:0x800E5FA8; // type:function size:0x168 scope:global
235	__DVDInitWA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2451	__DVDInitWA = .text:0x800E6110; // type:function size:0x40 scope:global
236	__DVDInterruptHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2452	__DVDInterruptHandler = .text:0x800E6150; // type:function size:0x2F4 scope:global
237	DVDLowRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2457	DVDLowRead = .text:0x800E66C8; // type:function size:0x298 scope:global
238	DVDLowSeek	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2458	DVDLowSeek = .text:0x800E6960; // type:function size:0x94 scope:global
239	DVDLowWaitCoverClose	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2459	DVDLowWaitCoverClose = .text:0x800E69F4; // type:function size:0x2C scope:global
240	DVDLowReadDiskID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2460	DVDLowReadDiskID = .text:0x800E6A20; // type:function size:0xA4 scope:global
241	DVDLowStopMotor	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2461	DVDLowStopMotor = .text:0x800E6AC4; // type:function size:0x8C scope:global
242	DVDLowRequestError	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2462	DVDLowRequestError = .text:0x800E6B50; // type:function size:0x8C scope:global
243	DVDLowInquiry	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2463	DVDLowInquiry = .text:0x800E6BDC; // type:function size:0x9C scope:global
244	DVDLowAudioStream	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2464	DVDLowAudioStream = .text:0x800E6C78; // type:function size:0x98 scope:global
245	DVDLowRequestAudioStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2465	DVDLowRequestAudioStatus = .text:0x800E6D10; // type:function size:0x8C scope:global
246	DVDLowAudioBufferConfig	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2466	DVDLowAudioBufferConfig = .text:0x800E6D9C; // type:function size:0x9C scope:global
247	DVDLowReset	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2467	DVDLowReset = .text:0x800E6E38; // type:function size:0xBC scope:global
248	DVDLowBreak	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2468	DVDLowBreak = .text:0x800E6EF4; // type:function size:0x14 scope:global
249	DVDLowClearCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2469	DVDLowClearCallback = .text:0x800E6F08; // type:function size:0x18 scope:global
250	__DVDLowSetWAType	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2470	__DVDLowSetWAType = .text:0x800E6F20; // type:function size:0x44 scope:global
251	__VIRetraceHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2471	__VIRetraceHandler = .text:0x800E6F64; // type:function size:0x228 scope:local
252	VISetPostRetraceCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2472	VISetPostRetraceCallback = .text:0x800E718C; // type:function size:0x44 scope:global
253	__VIInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2474	__VIInit = .text:0x800E7260; // type:function size:0x1F8 scope:global
254	VIInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2475	VIInit = .text:0x800E7458; // type:function size:0x478 scope:global
255	VIWaitForRetrace	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2476	VIWaitForRetrace = .text:0x800E78D0; // type:function size:0x54 scope:global
256	VIConfigure	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2479	VIConfigure = .text:0x800E7D98; // type:function size:0x79C scope:global
257	VIFlush	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2480	VIFlush = .text:0x800E8534; // type:function size:0x11C scope:global
258	VISetNextFrameBuffer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2481	VISetNextFrameBuffer = .text:0x800E8650; // type:function size:0x6C scope:global
259	VISetBlack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2482	VISetBlack = .text:0x800E86BC; // type:function size:0x7C scope:global
260	VIGetNextField	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2484	VIGetNextField = .text:0x800E87A0; // type:function size:0xA8 scope:global
261	VIGetCurrentLine	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2485	VIGetCurrentLine = .text:0x800E8848; // type:function size:0x98 scope:global
262	VIGetTvFormat	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2486	VIGetTvFormat = .text:0x800E88E0; // type:function size:0x7C scope:global
263	PADClamp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2488	PADClamp = .text:0x800E8A8C; // type:function size:0x108 scope:global
264	PADOriginCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2490	PADOriginCallback = .text:0x800E8D38; // type:function size:0xC4 scope:local
265	PADOriginUpdateCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2491	PADOriginUpdateCallback = .text:0x800E8DFC; // type:function size:0xC0 scope:local
266	PADProbeCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2492	PADProbeCallback = .text:0x800E8EBC; // type:function size:0xD8 scope:local
267	PADTypeAndStatusCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2493	PADTypeAndStatusCallback = .text:0x800E8F94; // type:function size:0x32C scope:local
268	PADReceiveCheckCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2494	PADReceiveCheckCallback = .text:0x800E92C0; // type:function size:0x134 scope:local
269	PADReset	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2495	PADReset = .text:0x800E93F4; // type:function size:0x100 scope:global
270	PADInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2496	PADInit = .text:0x800E94F4; // type:function size:0x210 scope:global
271	PADRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2497	PADRead = .text:0x800E9704; // type:function size:0x3AC scope:global
272	PADControlAllMotors	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2498	PADControlAllMotors = .text:0x800E9AB0; // type:function size:0xB8 scope:global
273	PADSetSpec	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2499	PADSetSpec = .text:0x800E9B68; // type:function size:0x60 scope:global
274	PADSetSamplingCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2505	PADSetSamplingCallback = .text:0x800EA49C; // type:function size:0x54 scope:global
275	__PADDisableRecalibration	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2506	__PADDisableRecalibration = .text:0x800EA4F0; // type:function size:0x7C scope:global
276	AIRegisterDMACallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2507	AIRegisterDMACallback = .text:0x800EA56C; // type:function size:0x44 scope:global
277	AIInitDMA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2508	AIInitDMA = .text:0x800EA5B0; // type:function size:0x88 scope:global
278	AIStartDMA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2509	AIStartDMA = .text:0x800EA638; // type:function size:0x18 scope:global
279	AIRegisterStreamCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2510	AIRegisterStreamCallback = .text:0x800EA650; // type:function size:0x44 scope:global
280	AIResetStreamSampleCount	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2511	AIResetStreamSampleCount = .text:0x800EA694; // type:function size:0x18 scope:global
281	AISetStreamTrigger	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2512	AISetStreamTrigger = .text:0x800EA6AC; // type:function size:0xC scope:global
282	AISetStreamPlayState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2513	AISetStreamPlayState = .text:0x800EA6B8; // type:function size:0xD8 scope:global
283	AIGetStreamPlayState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2514	AIGetStreamPlayState = .text:0x800EA790; // type:function size:0x10 scope:global
284	AISetDSPSampleRate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2515	AISetDSPSampleRate = .text:0x800EA7A0; // type:function size:0xE0 scope:global
285	AIGetDSPSampleRate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2516	AIGetDSPSampleRate = .text:0x800EA880; // type:function size:0x14 scope:global
286	__AI_set_stream_sample_rate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2517	__AI_set_stream_sample_rate = .text:0x800EA894; // type:function size:0xD4 scope:local
287	AIGetStreamSampleRate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2518	AIGetStreamSampleRate = .text:0x800EA968; // type:function size:0x10 scope:global
288	AISetStreamVolLeft	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2519	AISetStreamVolLeft = .text:0x800EA978; // type:function size:0x1C scope:global
289	AIGetStreamVolLeft	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2520	AIGetStreamVolLeft = .text:0x800EA994; // type:function size:0x10 scope:global
290	AISetStreamVolRight	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2521	AISetStreamVolRight = .text:0x800EA9A4; // type:function size:0x1C scope:global
291	AIGetStreamVolRight	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2522	AIGetStreamVolRight = .text:0x800EA9C0; // type:function size:0x10 scope:global
292	AIInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2523	AIInit = .text:0x800EA9D0; // type:function size:0x164 scope:global
293	__AISHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2524	__AISHandler = .text:0x800EAB34; // type:function size:0x7C scope:local
294	__AIDHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2525	__AIDHandler = .text:0x800EABB0; // type:function size:0x90 scope:local
295	__AICallbackStackSwitch	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2526	__AICallbackStackSwitch = .text:0x800EAC40; // type:function size:0x58 scope:local
296	__AI_SRC_INIT	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2527	__AI_SRC_INIT = .text:0x800EAC98; // type:function size:0x1E4 scope:local
297	ARRegisterDMACallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2528	ARRegisterDMACallback = .text:0x800EAE7C; // type:function size:0x44 scope:global
298	ARStartDMA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2529	ARStartDMA = .text:0x800EAEC0; // type:function size:0xF0 scope:global
299	ARAlloc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2530	ARAlloc = .text:0x800EAFB0; // type:function size:0x68 scope:global
300	ARInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2531	ARInit = .text:0x800EB018; // type:function size:0xBC scope:global
301	__ARHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2532	__ARHandler = .text:0x800EB0D4; // type:function size:0x78 scope:local
302	__ARChecksize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2533	__ARChecksize = .text:0x800EB14C; // type:function size:0x914 scope:local
303	__ARQServiceQueueLo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2534	__ARQServiceQueueLo = .text:0x800EBA60; // type:function size:0x100 scope:global
304	__ARQCallbackHack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2535	__ARQCallbackHack = .text:0x800EBB60; // type:function size:0x4 scope:global
305	__ARQInterruptServiceRoutine	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2536	__ARQInterruptServiceRoutine = .text:0x800EBB64; // type:function size:0xCC scope:global
306	ARQInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2537	ARQInit = .text:0x800EBC30; // type:function size:0x68 scope:global
307	ARQPostRequest	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2538	ARQPostRequest = .text:0x800EBC98; // type:function size:0x15C scope:global
308	AXInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2539	AXInit = .text:0x800EBDF4; // type:function size:0x34 scope:global
309	__AXGetStackHead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2540	__AXGetStackHead = .text:0x800EBE28; // type:function size:0x18 scope:global
310	__AXServiceCallbackStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2541	__AXServiceCallbackStack = .text:0x800EBE40; // type:function size:0x80 scope:global
311	__AXAllocInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2542	__AXAllocInit = .text:0x800EBEC0; // type:function size:0xB4 scope:global
312	__AXPushFreeStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2543	__AXPushFreeStack = .text:0x800EBF74; // type:function size:0x20 scope:global
313	__AXPushCallbackStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2544	__AXPushCallbackStack = .text:0x800EBF94; // type:function size:0x10 scope:global
314	__AXPopCallbackStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2545	__AXPopCallbackStack = .text:0x800EBFA4; // type:function size:0x1C scope:global
315	__AXRemoveFromStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2546	__AXRemoveFromStack = .text:0x800EBFC0; // type:function size:0x94 scope:global
316	AXFreeVoice	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2547	AXFreeVoice = .text:0x800EC054; // type:function size:0x80 scope:global
317	AXAcquireVoice	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2548	AXAcquireVoice = .text:0x800EC0D4; // type:function size:0x174 scope:global
318	__AXAuxInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2549	__AXAuxInit = .text:0x800EC248; // type:function size:0xDC scope:global
319	__AXGetAuxAInput	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2550	__AXGetAuxAInput = .text:0x800EC324; // type:function size:0x34 scope:global
320	__AXGetAuxAOutput	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2551	__AXGetAuxAOutput = .text:0x800EC358; // type:function size:0x1C scope:global
321	__AXGetAuxBInput	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2552	__AXGetAuxBInput = .text:0x800EC374; // type:function size:0x34 scope:global
322	__AXGetAuxBOutput	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2553	__AXGetAuxBOutput = .text:0x800EC3A8; // type:function size:0x1C scope:global
323	__AXProcessAux	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2554	__AXProcessAux = .text:0x800EC3C4; // type:function size:0x190 scope:global
324	__AXGetCommandListCycles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2555	__AXGetCommandListCycles = .text:0x800EC554; // type:function size:0x8 scope:global
325	__AXGetCommandListAddress	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2556	__AXGetCommandListAddress = .text:0x800EC55C; // type:function size:0x3C scope:global
326	__AXNextFrame	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2557	__AXNextFrame = .text:0x800EC598; // type:function size:0x410 scope:global
327	__AXClInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2558	__AXClInit = .text:0x800EC9A8; // type:function size:0x1C scope:global
