caller_address	caller_name	callee_address	callee_name	callsite_address	evidence_source	evidence
0x800034A0	fn_800034A0	0x80009948	fn_80009948	0x800034CC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800647D; direct_target=0x80009948
0x800035F0	NuFileOpen	0x800076E4	fn_800076E4	0x80003684	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004061; direct_target=0x800076E4
0x800035F0	NuFileOpen	0x80004CF8	NuDatFileOpen	0x800036C4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001635; direct_target=0x80004CF8
0x800035F0	NuFileOpen	0x8003A214	fn_8003A214	0x8000374C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48036AC9; direct_target=0x8003A214
0x800035F0	NuFileOpen	0x80009A28	NuRndrTri3d	0x80003770	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480062B9; direct_target=0x80009A28
0x800035F0	NuFileOpen	0x80009970	fn_80009970	0x80003788	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480061E9; direct_target=0x80009970
0x800035F0	NuFileOpen	0x80009970	fn_80009970	0x800037C0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480061B1; direct_target=0x80009970
0x800035F0	NuFileOpen	0x80044AE0	fn_80044AE0	0x8000382C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480412B5; direct_target=0x80044AE0
0x800035F0	NuFileOpen	0x80003AEC	NuFileSeek	0x80003870	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800027D; direct_target=0x80003AEC
0x800035F0	NuFileOpen	0x80009970	fn_80009970	0x80003884	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480060ED; direct_target=0x80009970
0x800035F0	NuFileOpen	0x8000584C	fn_8000584C	0x800038BC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001F91; direct_target=0x8000584C
0x800035F0	NuFileOpen	0x80003AEC	NuFileSeek	0x800038D8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48000215; direct_target=0x80003AEC
0x800035F0	NuFileOpen	0x80009970	fn_80009970	0x800038EC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48006085; direct_target=0x80009970
0x800035F0	NuFileOpen	0x8000584C	fn_8000584C	0x80003914	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001F39; direct_target=0x8000584C
0x800039BC	NuFilePos	0x8003A234	fn_8003A234	0x800039E8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4803684D; direct_target=0x8003A234
0x800039BC	NuFilePos	0x80009970	fn_80009970	0x80003A00	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005F71; direct_target=0x80009970
0x800039BC	NuFilePos	0x80005E5C	fn_80005E5C	0x80003A38	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002425; direct_target=0x80005E5C
0x800039BC	NuFilePos	0x80009970	fn_80009970	0x80003AA0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005ED1; direct_target=0x80009970
0x800039BC	NuFilePos	0x8000A64C	fn_8000A64C	0x80003AC8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48006B85; direct_target=0x8000A64C
0x80003AEC	NuFileSeek	0x8003A234	fn_8003A234	0x80003B08	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4803672D; direct_target=0x8003A234
0x80003AEC	NuFileSeek	0x80005F5C	NuDatFileFindTree	0x80003B20	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800243D; direct_target=0x80005F5C
0x80003AEC	NuFileSeek	0x8000A64C	fn_8000A64C	0x80003C20	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48006A2D; direct_target=0x8000A64C
0x80003C34	NuFileClose	0x80004BA4	NuDatFileSeek	0x80003C68	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48000F3D; direct_target=0x80004BA4
0x80003C34	NuFileClose	0x800035F0	NuFileOpen	0x80003CAC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFF945; direct_target=0x800035F0
0x80003C34	NuFileClose	0x80003AEC	NuFileSeek	0x80003CC4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFFE29; direct_target=0x80003AEC
0x80003C34	NuFileClose	0x800039BC	NuFilePos	0x80003CD8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFFCE5; direct_target=0x800039BC
0x80003C34	NuFileClose	0x8003A22C	fn_8003A22C	0x80003CF0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4803653D; direct_target=0x8003A22C
0x80003C34	NuFileClose	0x80005D34	fn_80005D34	0x80003D04	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002031; direct_target=0x80005D34
0x80003C34	NuFileClose	0x80009970	fn_80009970	0x80003D24	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005C4D; direct_target=0x80009970
0x80003C34	NuFileClose	0x80009948	fn_80009948	0x80003D44	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005C05; direct_target=0x80009948
0x80003C34	NuFileClose	0x80009C00	fn_80009C00	0x80003D60	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005EA1; direct_target=0x80009C00
0x80003DBC	NuFileLoadBuffer	0x80004630	NuDatFileLoadBuffer	0x80003E08	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48000829; direct_target=0x80004630
0x80003DBC	NuFileLoadBuffer	0x8000A3D0	fn_8000A3D0	0x80003E2C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480065A5; direct_target=0x8000A3D0
0x80003DBC	NuFileLoadBuffer	0x800035F0	NuFileOpen	0x80003E48	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFF7A9; direct_target=0x800035F0
0x80003DBC	NuFileLoadBuffer	0x800082A4	NuPPLoadBuffer	0x80003E7C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004429; direct_target=0x800082A4
0x80003DBC	NuFileLoadBuffer	0x8003A23C	fn_8003A23C	0x80003E9C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480363A1; direct_target=0x8003A23C
0x80003DBC	NuFileLoadBuffer	0x80005FF4	fn_80005FF4	0x80003EB4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002141; direct_target=0x80005FF4
0x80003DBC	NuFileLoadBuffer	0x80009970	fn_80009970	0x80003F3C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005A35; direct_target=0x80009970
0x80003DBC	NuFileLoadBuffer	0x80009970	fn_80009970	0x80003F64	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005A0D; direct_target=0x80009970
0x80003DBC	NuFileLoadBuffer	0x80003AEC	NuFileSeek	0x80003F88	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFFB65; direct_target=0x80003AEC
0x80003DBC	NuFileLoadBuffer	0x800040E0	NuFileRead	0x80003FA0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48000141; direct_target=0x800040E0
0x80003DBC	NuFileLoadBuffer	0x8003A22C	fn_8003A22C	0x80003FCC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48036261; direct_target=0x8003A22C
0x80003DBC	NuFileLoadBuffer	0x80005D34	fn_80005D34	0x80003FE8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001D4D; direct_target=0x80005D34
0x80003DBC	NuFileLoadBuffer	0x80009970	fn_80009970	0x8000400C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005965; direct_target=0x80009970
0x80003DBC	NuFileLoadBuffer	0x80009948	fn_80009948	0x8000402C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800591D; direct_target=0x80009948
0x80003DBC	NuFileLoadBuffer	0x80009C00	fn_80009C00	0x80004048	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005BB9; direct_target=0x80009C00
0x80003DBC	NuFileLoadBuffer	0x80009970	fn_80009970	0x80004098	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480058D9; direct_target=0x80009970
0x800040E0	NuFileRead	0x8003A21C	fn_8003A21C	0x80004110	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4803610D; direct_target=0x8003A21C
0x800040E0	NuFileRead	0x80005E80	NuQuatToMtx	0x80004134	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001D4D; direct_target=0x80005E80
0x800040E0	NuFileRead	0x8000A64C	fn_8000A64C	0x80004268	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480063E5; direct_target=0x8000A64C
0x800040E0	NuFileRead	0x80009E94	fn_80009E94	0x80004278	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005C1D; direct_target=0x80009E94
0x800040E0	NuFileRead	0x8000A64C	fn_8000A64C	0x800042C8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48006385; direct_target=0x8000A64C
0x800040E0	NuFileRead	0x80009E94	fn_80009E94	0x800042E4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005BB1; direct_target=0x80009E94
0x800040E0	NuFileRead	0x80009E94	fn_80009E94	0x80004370	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005B25; direct_target=0x80009E94
0x80004390	NuFileBeginBlkRead	0x800039BC	NuFilePos	0x800043B8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFF605; direct_target=0x800039BC
0x80004390	NuFileBeginBlkRead	0x800039BC	NuFilePos	0x8000440C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFF5B1; direct_target=0x800039BC
0x80004390	NuFileBeginBlkRead	0x800040E0	NuFileRead	0x80004430	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFFCB1; direct_target=0x800040E0
0x80004390	NuFileBeginBlkRead	0x80009948	fn_80009948	0x8000446C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480054DD; direct_target=0x80009948
0x800044A8	NuDatFileLoadBufferLsn	0x80004BA4	NuDatFileSeek	0x800044F4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480006B1; direct_target=0x80004BA4
0x800044A8	NuDatFileLoadBufferLsn	0x80009970	fn_80009970	0x80004560	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005411; direct_target=0x80009970
0x800044A8	NuDatFileLoadBufferLsn	0x800085B0	NuPPUnpack	0x80004590	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004021; direct_target=0x800085B0
0x800044A8	NuDatFileLoadBufferLsn	0x80009970	fn_80009970	0x800045BC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480053B5; direct_target=0x80009970
0x800044A8	NuDatFileLoadBufferLsn	0x80009970	fn_80009970	0x800045F0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005381; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x800044A8	NuDatFileLoadBufferLsn	0x80004670	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFFE39; direct_target=0x800044A8
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004688	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480052E9; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80004CF8	NuDatFileOpen	0x800046B4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48000645; direct_target=0x80004CF8
0x80004630	NuDatFileLoadBuffer	0x8000A714	fn_8000A714	0x800046F0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48006025; direct_target=0x8000A714
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x8000476C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005205; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004794	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480051DD; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80005F5C	NuDatFileFindTree	0x800047B8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480017A5; direct_target=0x80005F5C
0x80004630	NuDatFileLoadBuffer	0x80005E80	NuQuatToMtx	0x800047D0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480016B1; direct_target=0x80005E80
0x80004630	NuDatFileLoadBuffer	0x8000A714	fn_8000A714	0x80004808	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005F0D; direct_target=0x8000A714
0x80004630	NuDatFileLoadBuffer	0x8003A22C	fn_8003A22C	0x8000482C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48035A01; direct_target=0x8003A22C
0x80004630	NuDatFileLoadBuffer	0x80005D34	fn_80005D34	0x80004840	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480014F5; direct_target=0x80005D34
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004860	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005111; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80009948	fn_80009948	0x80004880	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480050C9; direct_target=0x80009948
0x80004630	NuDatFileLoadBuffer	0x80009C00	fn_80009C00	0x8000489C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005365; direct_target=0x80009C00
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x800048E8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005089; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x800085B0	NuPPUnpack	0x80004910	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48003CA1; direct_target=0x800085B0
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004948	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005029; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004974	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004FFD; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80005F5C	NuDatFileFindTree	0x8000499C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480015C1; direct_target=0x80005F5C
0x80004630	NuDatFileLoadBuffer	0x80005E80	NuQuatToMtx	0x800049B4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480014CD; direct_target=0x80005E80
0x80004630	NuDatFileLoadBuffer	0x8000A714	fn_8000A714	0x800049EC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005D29; direct_target=0x8000A714
0x80004630	NuDatFileLoadBuffer	0x8003A22C	fn_8003A22C	0x80004A10	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4803581D; direct_target=0x8003A22C
0x80004630	NuDatFileLoadBuffer	0x80005D34	fn_80005D34	0x80004A24	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001311; direct_target=0x80005D34
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004A44	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004F2D; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80009948	fn_80009948	0x80004A64	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004EE5; direct_target=0x80009948
0x80004630	NuDatFileLoadBuffer	0x80009C00	fn_80009C00	0x80004A80	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005181; direct_target=0x80009C00
0x80004630	NuDatFileLoadBuffer	0x8003A22C	fn_8003A22C	0x80004AD4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48035759; direct_target=0x8003A22C
0x80004630	NuDatFileLoadBuffer	0x80005D34	fn_80005D34	0x80004AE8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800124D; direct_target=0x80005D34
0x80004630	NuDatFileLoadBuffer	0x80009970	fn_80009970	0x80004B08	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004E69; direct_target=0x80009970
0x80004630	NuDatFileLoadBuffer	0x80009948	fn_80009948	0x80004B28	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004E21; direct_target=0x80009948
0x80004630	NuDatFileLoadBuffer	0x80009C00	fn_80009C00	0x80004B44	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480050BD; direct_target=0x80009C00
0x80004BA4	NuDatFileSeek	0x80007B6C	NuStrCpy	0x80004BD4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002F99; direct_target=0x80007B6C
0x80004BA4	NuDatFileSeek	0x80007C24	NuStrStr	0x80004C50	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002FD5; direct_target=0x80007C24
0x80004BA4	NuDatFileSeek	0x80007DA4	NuStrICmp	0x80004C78	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800312D; direct_target=0x80007DA4
0x80004BA4	NuDatFileSeek	0x80007C24	NuStrStr	0x80004CB8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002F6D; direct_target=0x80007C24
0x80004CF8	NuDatFileOpen	0x8000A834	fn_8000A834	0x80004D2C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005B09; direct_target=0x8000A834
0x80004CF8	NuDatFileOpen	0x8000A86C	fn_8000A86C	0x80004D90	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005ADD; direct_target=0x8000A86C
0x80004CF8	NuDatFileOpen	0x80004BA4	NuDatFileSeek	0x80004DA4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFFE01; direct_target=0x80004BA4
0x80004CF8	NuDatFileOpen	0x80003AEC	NuFileSeek	0x80004E5C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFEC91; direct_target=0x80003AEC
0x80004CF8	NuDatFileOpen	0x80009970	fn_80009970	0x80004E70	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004B01; direct_target=0x80009970
0x80004CF8	NuDatFileOpen	0x80009970	fn_80009970	0x80004EB0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004AC1; direct_target=0x80009970
0x80004CF8	NuDatFileOpen	0x80009970	fn_80009970	0x80004EFC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004A75; direct_target=0x80009970
0x80004CF8	NuDatFileOpen	0x80009970	fn_80009970	0x80004F38	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004A39; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x800035F0	NuFileOpen	0x80004F9C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE655; direct_target=0x800035F0
0x80004F6C	NuDatOpenEx	0x8000A714	fn_8000A714	0x80004FE0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005735; direct_target=0x8000A714
0x80004F6C	NuDatOpenEx	0x80009970	fn_80009970	0x80005010	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004961; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x80009970	fn_80009970	0x80005038	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004939; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x80003AEC	NuFileSeek	0x8000505C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFEA91; direct_target=0x80003AEC
0x80004F6C	NuDatOpenEx	0x800040E0	NuFileRead	0x80005074	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFF06D; direct_target=0x800040E0
0x80004F6C	NuDatOpenEx	0x8000A714	fn_8000A714	0x800050A8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800566D; direct_target=0x8000A714
0x80004F6C	NuDatOpenEx	0x80009970	fn_80009970	0x800050D4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800489D; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x80003AEC	NuFileSeek	0x800050F8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE9F5; direct_target=0x80003AEC
0x80004F6C	NuDatOpenEx	0x8000A714	fn_8000A714	0x8000512C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480055E9; direct_target=0x8000A714
0x80004F6C	NuDatOpenEx	0x80007BFC	NuStrLen	0x80005168	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002A95; direct_target=0x80007BFC
0x80004F6C	NuDatOpenEx	0x80006F74	NuMemAlloc	0x800051B0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48001DC5; direct_target=0x80006F74
0x80004F6C	NuDatOpenEx	0x80007B6C	NuStrCpy	0x800051E4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002989; direct_target=0x80007B6C
0x80004F6C	NuDatOpenEx	0x80009970	fn_80009970	0x800051FC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004775; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x80009970	fn_80009970	0x80005224	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800474D; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x80003AEC	NuFileSeek	0x80005248	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE8A5; direct_target=0x80003AEC
0x80004F6C	NuDatOpenEx	0x800040E0	NuFileRead	0x80005260	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFEE81; direct_target=0x800040E0
0x80004F6C	NuDatOpenEx	0x8000A714	fn_8000A714	0x80005298	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800547D; direct_target=0x8000A714
0x80004F6C	NuDatOpenEx	0x8003A22C	fn_8003A22C	0x80005430	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48034DFD; direct_target=0x8003A22C
0x80004F6C	NuDatOpenEx	0x80005D34	fn_80005D34	0x80005444	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480008F1; direct_target=0x80005D34
0x80004F6C	NuDatOpenEx	0x80009970	fn_80009970	0x80005464	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800450D; direct_target=0x80009970
0x80004F6C	NuDatOpenEx	0x80009948	fn_80009948	0x80005484	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480044C5; direct_target=0x80009948
0x80004F6C	NuDatOpenEx	0x80009C00	fn_80009C00	0x800054A0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004761; direct_target=0x80009C00
0x80005504	NuDatFileOpenSize	0x8000A530	NuTexCreate	0x80005518	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48005019; direct_target=0x8000A530
0x80005504	NuDatFileOpenSize	0x8000A788	fn_8000A788	0x8000554C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800523D; direct_target=0x8000A788
0x800055EC	fn_800055EC	0x80007B6C	NuStrCpy	0x80005628	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48002545; direct_target=0x80007B6C
0x800055EC	fn_800055EC	0x80007B2C	NuStrCat	0x80005670	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480024BD; direct_target=0x80007B2C
0x800055EC	fn_800055EC	0x80009970	fn_80009970	0x8000568C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480042E5; direct_target=0x80009970
0x800055EC	fn_800055EC	0x80009970	fn_80009970	0x800056B0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480042C1; direct_target=0x80009970
0x800056E0	fn_800056E0	0x8003A23C	fn_8003A23C	0x800056F8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48034B45; direct_target=0x8003A23C
0x800056E0	fn_800056E0	0x80005FF4	fn_80005FF4	0x80005708	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480008ED; direct_target=0x80005FF4
0x80005764	fn_80005764	0x8003A22C	fn_8003A22C	0x80005788	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48034AA5; direct_target=0x8003A22C
0x80005764	fn_80005764	0x80005D34	fn_80005D34	0x8000579C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48000599; direct_target=0x80005D34
0x80005764	fn_80005764	0x80009970	fn_80009970	0x800057BC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480041B5; direct_target=0x80009970
0x80005764	fn_80005764	0x80009948	fn_80009948	0x800057DC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800416D; direct_target=0x80009948
0x80005764	fn_80005764	0x80009C00	fn_80009C00	0x800057F8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004409; direct_target=0x80009C00
0x8000584C	fn_8000584C	0x8000A714	fn_8000A714	0x8000587C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004E99; direct_target=0x8000A714
0x80005894	fn_80005894	0x80003DBC	NuFileLoadBuffer	0x800058B4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE509; direct_target=0x80003DBC
0x800058DC	NuFileReadInt	0x800040E0	NuFileRead	0x800058F0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE7F1; direct_target=0x800040E0
0x80005908	NuFileReadShort	0x800040E0	NuFileRead	0x8000591C	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE7C5; direct_target=0x800040E0
0x80005934	fn_80005934	0x800040E0	NuFileRead	0x80005950	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE791; direct_target=0x800040E0
0x8000596C	fn_8000596C	0x800040E0	NuFileRead	0x80005988	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE759; direct_target=0x800040E0
0x800059A0	fn_800059A0	0x8003A224	fn_8003A224	0x800059C0	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48034865; direct_target=0x8003A224
0x800059A0	fn_800059A0	0x8000A604	fn_8000A604	0x80005A34	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004BD1; direct_target=0x8000A604
0x80005A4C	fn_80005A4C	0x8003A224	fn_8003A224	0x80005A88	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4803479D; direct_target=0x8003A224
0x80005A4C	fn_80005A4C	0x8000A604	fn_8000A604	0x80005B04	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004B01; direct_target=0x8000A604
0x80005B1C	NuFileEndBlockRead	0x800039BC	NuFilePos	0x80005B40	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFDE7D; direct_target=0x800039BC
0x80005B1C	NuFileEndBlockRead	0x80009970	fn_80009970	0x80005B78	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48003DF9; direct_target=0x80009970
0x80005B1C	NuFileEndBlockRead	0x80003AEC	NuFileSeek	0x80005BA8	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFDF45; direct_target=0x80003AEC
0x80005BC0	fn_80005BC0	0x80009948	fn_80009948	0x80005C78	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48003CD1; direct_target=0x80009948
0x80005D34	fn_80005D34	0x80006010	fn_80006010	0x80005D48	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480002C9; direct_target=0x80006010
0x80005D98	fn_80005D98	0x80005F5C	NuDatFileFindTree	0x80005DAC	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x480001B1; direct_target=0x80005F5C
0x80005E80	NuQuatToMtx	0x8000A834	fn_8000A834	0x80005EA4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x48004991; direct_target=0x8000A834
0x80005E80	NuQuatToMtx	0x80003AEC	NuFileSeek	0x80005ED4	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFDC19; direct_target=0x80003AEC
0x80005E80	NuQuatToMtx	0x800040E0	NuFileRead	0x80005F14	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4BFFE1CD; direct_target=0x800040E0
0x80005E80	NuQuatToMtx	0x8000A86C	fn_8000A86C	0x80005F30	PPC opcode 18 with LK=1 (bl/bla)	instruction=0x4800493D; direct_target=0x8000A86C
