# table	index	string	func_addr	cur_name	proposed_name	confidence
Level_Conditions	41	CanFightLikeAJedi	0x80135ED0	fn_80135ED0	Condition_CanFightLikeAJedi	HIGH
Level_Conditions	42	Side	0x80135FCC	fn_80135FCC	Condition_Side	HIGH
Level_Conditions	43	IAmAPartyCharacter	0x80135DDC	fn_80135DDC	Condition_IAmAPartyCharacter	HIGH
Level_Conditions	44	CategoryIs	0x80135D2C	fn_80135D2C	Condition_CategoryIs	HIGH
Level_Conditions	45	PlayerCategoryIs	0x80135D88	fn_80135D88	Condition_PlayerCategoryIs	HIGH
Level_Conditions	46	EitherPlayerIs	0x80136084	fn_80136084	Condition_EitherPlayerIs	HIGH
Level_Conditions	47	CheckFlag	0x801360F8	fn_801360F8	Condition_CheckFlag	HIGH
Level_Conditions	48	CheckLevelFlag	0x80136184	fn_80136184	Condition_CheckLevelFlag	HIGH
Level_Conditions	49	CheckAreaFlag	0x801361F4	fn_801361F4	Condition_CheckAreaFlag	HIGH
Level_Conditions	50	PlayerOnDoorTrigger	0x80136DA8	fn_80136DA8	Condition_PlayerOnDoorTrigger	HIGH
Level_Conditions	51	EitherPlayerOnDoorTrigger	0x80136E04	fn_80136E04	Condition_EitherPlayerOnDoorTrigger	HIGH
Level_Conditions	52	IsSetAlive	0x80136EB8	fn_80136EB8	Condition_IsSetAlive	HIGH
Level_Conditions	53	Context	0x80136EF0	fn_80136EF0	Condition_Context	HIGH
Level_Conditions	54	Player2Active	0x80136F58	fn_80136F58	Condition_Player2Active	HIGH
Level_Conditions	55	AngleFromPlayerToMe	0x80136F7C	fn_80136F7C	Condition_AngleFromPlayerToMe	HIGH
Level_Conditions	56	AngleFromPlayer2ToMe	0x80137010	fn_80137010	Condition_AngleFromPlayer2ToMe	HIGH
Level_Conditions	57	NumBaddies	0x801370AC	fn_801370AC	Condition_NumBaddies	HIGH
Level_Conditions	58	NumForceObjects	0x801371EC	fn_801371EC	Condition_NumForceObjects	HIGH
Level_Conditions	59	BeenToLevel	0x80137318	fn_80137318	Condition_BeenToLevel	HIGH
Level_Conditions	60	Message	0x801373BC	fn_801373BC	Condition_Message	HIGH
Level_Conditions	61	CutSceneStarted	0x80137518	fn_80137518	Condition_CutSceneStarted	HIGH
Level_Conditions	62	CutSceneFinished	0x80137580	fn_80137580	Condition_CutSceneFinished	HIGH
Level_Conditions	63	CutScenePlaying	0x801375D0	fn_801375D0	Condition_CutScenePlaying	HIGH
Level_Conditions	64	RigidAnimFrame	0x801374D8	fn_801374D8	Condition_RigidAnimFrame	HIGH
Level_Conditions	65	RaceLap	0x8013761C	fn_8013761C	Condition_RaceLap	HIGH
Level_Conditions	66	SockDistanceToPlayer	0x80137650	fn_80137650	Condition_SockDistanceToPlayer	HIGH
Level_Conditions	67	SockDistanceToOpponent	0x801376F4	fn_801376F4	Condition_SockDistanceToOpponent	HIGH
Level_Conditions	68	SockXDistanceToPlayer	0x8013779C	fn_8013779C	Condition_SockXDistanceToPlayer	HIGH
Level_Conditions	69	PlayerDistanceAlongSock	0x8013786C	fn_8013786C	Condition_PlayerDistanceAlongSock	HIGH
Level_Conditions	70	FurthestPlayerDistanceAlongSock	0x8013788C	fn_8013788C	Condition_FurthestPlayerDistanceAlongSock	HIGH
Level_Conditions	71	FinishedSpline	0x8013791C	fn_8013791C	Condition_FinishedSpline	HIGH
Level_Conditions	72	IsSplineSet	0x801378CC	fn_801378CC	Condition_IsSplineSet	HIGH
Level_Conditions	73	CurrentHintId	0x80137984	fn_80137984	Condition_CurrentHintId	HIGH
Level_Conditions	74	HintAvailable	0x801379F8	fn_801379F8	Condition_HintAvailable	HIGH
Level_Conditions	75	HintComplete	0x80137A3C	fn_80137A3C	Condition_HintComplete	HIGH
Level_Conditions	76	Freeplay	0x80137A80	fn_80137A80	Condition_Freeplay	HIGH
Level_Conditions	77	CameraYRot	0x80137AB4	fn_80137AB4	Condition_CameraYRot	HIGH
Level_Conditions	78	UsingForceFreeze	0x80137AF8	fn_80137AF8	Condition_UsingForceFreeze	HIGH
Level_Conditions	79	FromNode	0x80137BB8	fn_80137BB8	Condition_FromNode	HIGH
Level_Conditions	80	ToNode	0x80137C5C	fn_80137C5C	Condition_ToNode	HIGH
Level_Conditions	81	AIOverrideControl	0x80136514	fn_80136514	Condition_AIOverrideControl	HIGH
Level_Conditions	82	StuckDontJumpNow	0x80137CB8	fn_80137CB8	Condition_StuckDontJumpNow	HIGH
Level_Conditions	83	BoltsDontGetDeflectedBack	0x80137CE4	fn_80137CE4	Condition_BoltsDontGetDeflectedBack	HIGH
Level_Conditions	84	CheatProgress	0x80137D20	fn_80137D20	Condition_CheatProgress	HIGH
Level_Conditions	85	BigJumpComplete	0x80137D2C	fn_80137D2C	Condition_BigJumpComplete	HIGH
Level_Conditions	86	RespawnLocatorIs	0x80137DA0	fn_80137DA0	Condition_RespawnLocatorIs	HIGH
Level_Conditions	87	InMiniCut	0x80137DD4	fn_80137DD4	Condition_InMiniCut	HIGH
Level_Conditions	88	MaulShouldRunAway	0x8012D7E0	fn_8012D7E0	Condition_MaulShouldRunAway	HIGH
Level_Conditions	89	DropBackInTimer	0x80137E08	fn_80137E08	Condition_DropBackInTimer	HIGH
AI_Conditions_API	12	NodeRange	0x800840A8	fn_800840A8	Condition_LevelNodeRange (substr)	MEDIUM
Script_Keyword_Parser2	0	STATE	0x8007C8A4	fn_8007C8A4	Action_SetState (substr)	MEDIUM
Script_Keyword_Parser2	1	PARAM	0x8007CAFC	fn_8007CAFC	Action_SetParam (substr)	MEDIUM
