# LSW1 Demo Data/BSS Symbols
# name	address	section
_MAPAREAPANELDX	001f5da8	data
_MAPEPISODEB	033e273c	bss
_MAPEPISODEG	001e9bb0	data
_MAPEPISODER	001e9bac	data
_MAPEPISODESUBTITLESIZE	001e9ba8	data
_MAPEPISODESUBTITLEY	001e9ba4	data
_MAPEPISODETITLESIZE	001e9ba0	data
_MAPEPISODETITLEY	001e9b9c	data
_MAPKITOPENTIME	001e9b6c	data
_MAPSUPERKITBUILDUPSCALE	001e9bb4	data
_MAPSUPERKITCOUNTSCALE	001e9bb8	data
_MASTERVOLUME	001f0a08	data
_MAXAIMDISTANCE	001f07d8	data
_MAXFORCEAPART	001e951c	data
_MAXGUNSHIPCAMSCROLLRATIO	001efd14	data
_MAXGUNSHIPPPS	001f5d54	data
_MAXPODDUSTPPS	001f5d50	data
_MAXSCRY	00e49b08	bss
_MELEEICONDX	001eff34	data
_MELEEICONDY	001eff38	data
_MELEEICONSCALE	001eff2c	data
_MELEEICONY	001eff30	data
_MENUDY	001f3d48	data
_MENUFLASH0B	001f3d4f	data
_MENUFLASH0G	001f3d4e	data
_MENUFLASH0R	03426fc9	bss
_MENUFLASH1B	001f3d51	data
_MENUFLASH1G	03426fc8	bss
_MENUFLASH1R	001f3d50	data
_MENUNORMALB	001f3d4d	data
_MENUNORMALG	001f3d4c	data
_MENUNORMALR	03426fca	bss
_MENUSFX_MENUBACK	001f3d3c	data
_MENUSFX_MENUMOVE	001f3d34	data
_MENUSFX_MENUNOENTRY	001f3d40	data
_MENUSFX_MENUSELECT	001f3d38	data
_MINAIMDISTANCE	001f07d4	data
_MINFALLTIME	001e909c	data
_MINFORCEAPART	001e9518	data
_MINIKITMSGTIME	001f3940	data
_MINLOADTIME	001efce4	data
_MINPODLIFT	001e8fac	data
_MINSCRY	00e49b0c	bss
_MINSFXLOADTIME	001efce0	data
_MaceWinduAnim	001ddf08	data
_MaceWinduEp3Anim	001de948	data
_MainRenderTargetTime	00e49acc	bss
_MainRenderTime	00e49ad0	bss
_MapModelList	033b5208	bss
_MapPacket	0346e0c8	bss
_MaulA_ai_message	033e8e84	bss
_MaulA_hits_message	033e8e80	bss
_MaulFCutList	001e9608	data
_MaulF_ForceThrowGravity	001e8f4c	data
_MaulF_ForceThrowSpeed	001e8f50	data
_MaulF_showhearts_message	033e8e78	bss
_MaulF_stage_message	033e8e7c	bss
_MaulIntroCutList	001e9604	data
_MaxAreaLevels	033e068c	bss
_MenuA	03427034	bss
_MenuAlpha	03427038	bss
_MenuFadeEnabled	03427030	bss
_MenuHeader	03426ff0	bss
_MenuInfo	001f3e10	data
_MenuLanguages	001f3d2c	data
_MenuLoadOccurred	03427044	bss
_MenuResult	03427040	bss
_MenuStopDraw	03427908	bss
_Menu_Overwriteflag	0342703c	bss
_MenusUsed	001f3d30	data
_MessageMtl	0342d7a8	bss
_MessageMtlInit	0342d7ac	bss
_MidSpecialMoveFn	033f1580	bss
_MiniCutCam	033e96fc	bss
_MiniKitScale	033eee2c	bss
_MiscPod2Anim	001dfcc8	data
_MiscPodAnim	001dfc48	data
_MiscTime	033e94c0	bss
_MissileDist	001f07dc	data
_ModeFrame	033b506c	bss
_MovementX	001f085c	data
_MovementY	001f0860	data
_MulAdd	033f4710	bss
_MulDist	001f07e8	data
_Music	001f0a30	data
_MusicActive	03425e28	bss
_MusicActiveReset	03425e24	bss
_MusicAmbientIndex	001f0a7c	data
_MusicCutPlaying	03425df8	bss
_MusicFindCut	03425e0c	bss
_MusicOnFlag	001f0a78	data
_MusicPairCutRestore	001f0c70	data
_MusicPairData	001f0a80	data
_MusicPairIndex	03425e1c	bss
_MusicPlrsHoldAttack	03425e04	bss
_MusicPlrsUnderAttack	03425e30	bss
_MusicRestoreTrack	03425e08	bss
_MusicSeekIndex	03425e20	bss
_MusicSwapDelay	03425e34	bss
_MusicVolume	001f09fc	data
_NEWGAMECAMTIME	001efd40	data
_NEWGAMEMENUY	001f397c	data
_NOAICREATURES	00e481c4	bss
_NOMUSIC	033f4bb0	bss
_NOSOUND	033f4bb4	bss
_NOTERRAINSTOP	00e481b8	bss
_NUMINDICES	03590fb0	bss
_NUSOUND_STREAM_0	0373b164	bss
_NUSOUND_STREAM_1	00e1927c	data
_NUSOUND_STREAM_2	00e19280	data
_NXArgc	001cc000	data
_NXArgv	001cc004	data
_NegotiationsACutList	001e957c	data
_NegotiationsIntro1CutList	001e9570	data
_NegotiationsIntro2CutList	001e9574	data
_NegotiationsOutroCutList	001e9584	data
_NextArea_FreePlay	033e9144	bss
_NextFadeUp_Snap	00e49a8c	bss
_NextFadeUp_Wipe	00e49a90	bss
_NoFinishLoop	00e49ac4	bss
_NuConsole	00e3c330	bss
_NuCutSceneCharacterCreateData	03427930	bss
_NuCutSceneCharacterDestroyData	0342792c	bss
_NuCutSceneCharacterEval	03427940	bss
_NuCutSceneCharacterRelease	03427944	bss
_NuCutSceneCharacterRender	03427948	bss
_NuCutSceneDestroyCharacters	03427938	bss
_NuCutSceneFindCharacters	0342793c	bss
_NuCutSceneRequestSFX	03427918	bss
_NuCutSceneResetCharactersFn	03427934	bss
_NuCutSceneRigidCollisionCheck	03427928	bss
_NuCutSceneRigidPostRender	03427924	bss
_NuCutSceneSFXFixUp	03427920	bss
_NuCutSceneSFXUpdate	0342791c	bss
_NuFadeObjCurGrp	035b500c	bss
_NuFadeObjDataIndex	035b5008	bss
_NuFadeObjDir	035b5000	bss
_NuFadeObjDir2	035b4ffc	bss
_NuFadeObjGroup	035b5010	bss
_NuFadeObjWave	035b5004	bss
_NuFade_Enabled	001f6788	data
_NuFntBase	03426fa4	bss
_NuFntCur	03426fac	bss
_NuFntFixedWidthNumerals	03426f88	bss
_NuFntHeight	03426fa8	bss
_NuFntICGap	03426f90	bss
_NuFntPrintHeight	03426f94	bss
_NuFntPrintLength	03426f98	bss
_NuLightsx	03590fc0	bss
_NuLightsy	03590fbc	bss
_NuMem_Heap	0332b8f8	bss
_NuMtlReadEvent	001ceb04	data
_NuRndrDebBase	035edf80	bss
_NuRndrDebRange	035edf74	bss
_NuRndrFootData	01267948	bss
_NuRndrHackWaterLevel	01255940	bss
_NuRndrShadPolDat	0126c7e8	bss
_NuRndrShadowCnt	0126d3e8	bss
_NuRndrStopUpdate	035edf70	bss
_NuRndrWaterLevel	001ceaa4	data
_NuRndrWaterRipDat	0126d3f0	bss
_NuRndrWaterTint	0125593c	bss
_NuSoundSkipLoops	03729ef8	bss
_NuTerrPlatsOff	03425aa0	bss
_NuThreadDisableThreadSwap	00e19264	data
_NuThreadEnableThreadSwap	00e19268	data
_NuTimeBar_DefaultColours	001cf5c0	data
_NuTimeBar_ScaleY	033b51f8	bss
_NuTimeBar_SystemTimeBar	033b51fc	bss
_NuTrigTable	033bc9c0	bss
_NuWindCurGrp	035bc81c	bss
_NuWindDir	035bc814	bss
_NuWindDir2	035bc810	bss
_NuWindGroup	035bc820	bss
_NuWindWave	035bc818	bss
_NumSfx	033f50f8	bss
_NumSfxInst	033f50f0	bss
_NumSfxNames	033f50f4	bss
_OFFSCREEN_CATCHUP_TIME	001f3c98	data
_ONE_PLAYER_FORCEFREEZETIME	001e9008	data
_ONE_PLAYER_FORCEFREEZEWARNINGTIME	001e9004	data
_ObiWanKenobiAnim	001d3008	data
_ObiWanKenobiEp3Anim	001d4588	data
_ObiWanKenobiJediMasterAnim	001d3ac8	data
_Obj	033f4778	bss
_ObjTab	001cec68	data
_ObjectAnim	035e27f8	bss
_ObjectInstAnim	035dfbf8	bss
_ObjectInstance	035e13f8	bss
_ObjectPath	035d00f8	bss
_ObstacleCamBlendInTime	033e9764	bss
_ObstacleCamBlendOutTime	033e9760	bss
_ObstacleCamBorders	033e975c	bss
_ObstacleCamCutPts	033e9738	bss
_ObstacleCamCutSpline	033e9750	bss
_ObstacleCamCutTgtPtr	033e9730	bss
_ObstacleCamEnd	033e976c	bss
_ObstacleCamSpl	033e9774	bss
_ObstacleCamTime	033e9768	bss
_OldFadeMode	001cd610	data
_OldNuRndrWaterLevel	001ceaa8	data
_OldPlrSPos	033b5430	bss
_OverallGamePlayTimer	033b5098	bss
_PACEMAKERARROWSIZE	00e1922c	data
_PAINTANIMDELAY	001f3cfc	data
_PAINTPUZZLECOMPLETE	03426690	bss
_PAL	00e49b10	bss
_PANEL3DMULX	033f157c	bss
_PANEL3DMULY	033f1578	bss
_PANELOFF	00e481b4	bss
_PANEL_COINSCALE	001efea8	data
_PANEL_COINX	001efe9c	data
_PANEL_COINY	001efea0	data
_PANEL_HEARTY	001efeb4	data
_PANEL_HITPOINTSX	001efeb0	data
_PANEL_MINIKITCOUNTSCALE	001f3958	data
_PANEL_MINIKITCOUNTY	001f395c	data
_PANEL_MINIKITSCALE	001f3950	data
_PANEL_MINIKITY	001f3954	data
_PANEL_SCORESCALE	001efeac	data
_PANEL_SCOREX	001efea4	data
_PARTPAGE_GENERAL	001f5808	data
_PARTSCALEUPTIME	001efe68	data
_PARTTIME	001efe60	data
_PARTYICONSIZE	001f5d8c	data
_PKDroidAnim	001d2348	data
_PLASMABOLTSPEED	001cf584	data
_PLASMABOLTTIME	001cf588	data
_PLATCONNECTTOL	001e8bc0	data
_PLAYERCOUNT	033b51f4	bss
_PLAYSEEKSPEED	001f0858	data
_PODANGSEEK	001e8fb0	data
_PODBOOSTHEIGHT	001e9098	data
_PODBOOSTSPEEDMUL	001e9094	data
_PODCAMDANG	001efd30	data
_PODCAMDIST1	001efd38	data
_PODCAMDIST2	001efd3c	data
_PODCAMDY	001efd2c	data
_PODLAPICONSIZE	00e19220	data
_PODRACEHEARTARCHEIGHT	001f04dc	data
_PODRACEHEARTSCALE	001f04e4	data
_PODRACE_SPLINEINC	001f07bc	data
_PODSEEKDOWN	001e8fc4	data
_PODSEEKUP	001e8fc0	data
_PP_dist	001efd88	data
_PP_pos	001efd58	data
_PROMPTTEXTWIDTH	001efeec	data
_PS2_SCRATCH_BASE	00eb52c0	bss
_PS2_VCNTR_X	001cd538	data
_PS2_VCNTR_Y	001cd53c	data
_PS2_VREZ_H	001ceaf4	data
_PS2_VREZ_W	001ceaf0	data
_PUSHEDBACKHEIGHT	001e8fa0	data
_PUSHEXPLOSIONSPEED	001cf5b4	data
_PadRecordData	00e49ab0	bss
_PadmeAnim	001db748	data
_PadmeBattleAnim	001dbb08	data
_PadmeClawedAnim	001dc288	data
_PadmeGeoAnim	001dbec8	data
_PalpatineAnim	001e1dc8	data
_Part	033eb280	bss
_PartRTL	033eb27c	bss
_ParticleChunkRenderStack	00e2875c	bss
_ParticleChunkToRender	00e28770	bss
_PauseTimer	033b5088	bss
_Paused	033b51f0	bss
_PausedScale	00e48204	bss
_PlatCallback	03425d98	bss
_PlatCodeCallback	03425d94	bss
_PlatCrush	03425b1c	bss
_PlatImpactId	03425b90	bss
_PlatImpactNorm	03425b84	bss
_PlatImpactTer	03425b20	bss
_PlatSkinCnt	03425de4	bss
_PlatSkinInfo	03425df4	bss
_PlatSkinMaxSize	03425de8	bss
_PlatSkinMaxStore	03425ddc	bss
_PlatSkinMem	03425dec	bss
_PlayPlane	033e9668	bss
_PlayType	033b4a2c	bss
_Player	033b5658	bss
_PlayerActive	033b5628	bss
_PlayerCoinTotal	033b5600	bss
_PlayerHitPoints	033b55f8	bss
_PlayerHover	033b55f0	bss
_PlayerID	001e8f30	data
_PlayerList	033b5630	bss
_PlayerOpponent_Range2	033bc8f8	bss
_PlayerPos	033f4758	bss
_PlayerSPos	033f4740	bss
_PlayerVel	033f4748	bss
_PlayerWeaponOn	033b5620	bss
_PlayersUnderAttack	03425e2c	bss
_PlrList	001e8b40	data
_PntScaleTab$6887	001f67b0	data
_PodAvalanchePeakDist	001f2060	data
_PodAvalanchePeakFrame	001f2050	data
_PodAvalanchePeakPos	001f2054	data
_PodBoostSpeedBlurX	001cd744	data
_PodBoostSpeedBlurY	001cd748	data
_PodCamDist	033e96f8	bss
_PodRace	03728d44	bss
_PodRaceACutList	001e95d8	data
_PodRaceADieAng	03426266	bss
_PodRaceADiePos	001f2064	data
_PodRaceArrival1CutList	001e95c8	data
_PodRaceArrival3CutList	001e95cc	data
_PodRaceArrival4CutList	001e95d0	data
_PodRaceBCutList	001e95dc	data
_PodRaceBDieAng	001f207c	data
_PodRaceBDiePos	001f2070	data
_PodRaceCCutList	001e95e4	data
_PodRaceCDieAng	001f208c	data
_PodRaceCDiePos	001f2080	data
_PodRaceIntroCutList	001e95d4	data
_PodRaceKey	001f5d30	data
_PodRaceOutro1CutList	001e95ec	data
_PodRaceOutro2CutList	001e95f0	data
_PodRace_nsnipers	03728bfc	bss
_PodRace_sniper_fire_radius	00e191d0	data
_PodRace_sniper_fire_range_time	00e191cc	data
_PodRace_sniper_fire_time	00e191c8	data
_PodRace_snipers	03728c00	bss
_PosSeekPitch	001e90b8	data
_PreparingForSpecialMoveFn	033f1584	bss
_PrincessLeiaAnim	001dc688	data
_QFONTSCALE	001f53a8	data
_QFont2D	0342d7cc	bss
_QFont2DLower	0342d7c4	bss
_QFont3D	0342d7c8	bss
_QFont3DTime	0342d7c0	bss
_QUATINC	001e8fcc	data
_QUATINC	001f0724	data
_QUATMETHOD	001e8fd0	data
_QUATMETHOD	001f0728	data
_QuiGonJinnAnim	001d25c8	data
_R2D2Anim	001d6f08	data
_R4P17Anim	001d7148	data
_RECOILSPEED	001e8f64	data
_RECOILTIME	001e8fe8	data
_ROTZDOWN$18394	033bc89c	bss
_ROTZUP$18395	001e9088	data
_Rad_3d	034929ac	bss
_RebelScumAnim	001daec8	data
_RepublicATTEAnim	001e1a88	data
_RepublicGunshipAnim	001df688	data
_RepublicGunshipGreenAnim	001df788	data
_RescueIntro1CutList	001e95b8	data
_RescueIntro2CutList	001e95bc	data
_RescueIntro4CutList	001e95c0	data
_RescueOutroCutList	001e95c4	data
_ResetBits	033b49c4	bss
_RetakeIntro1CutList	001e95f4	data
_RetakeIntro2CutList	001e95f8	data
_RetakeIntro3CutList	001e95fc	data
_RetakeOutroCutList	001e9600	data
_RoomVisible	001cd628	data
_RoomVisibleTab	00e49910	bss
_RoyalGuardAnim	001daac8	data
_SAVESIZE	001f4a20	data
_SAVESIZE_ADDITIONAL	001f4a24	data
_SAVESLOTS	001f4a1c	data
_SELECTMODEMENUY	001f5d84	data
_SFX_MUSIC_COUNT	033f4bbc	bss
_SHADOWLIFTHACK	001e8bc8	data
_SHIELDFLICKERTIME	001e8f60	data
_SHIPARROWDRAW	033f4718	bss
_SHIPSPLINEDIST	001f07c4	data
_SHIPSPLINEDISTSQR	001f07c8	data
_SHOPACTIVE	0342d47c	bss
_SHOPCAMINOUTBLENDTIME	001efd34	data
_SLAMDY	001cf5b0	data
_SLAMPPS	001cf5a8	data
_SLAMSPOKES	001cf5ac	data
_SLOTPANELDX	001f3990	data
_SLOTPANELDY	03426528	bss
_SPACESHIPBOLTRADIUS	001cf580	data
_SPACESHIPBOLTSPEED	001cf578	data
_SPACESHIPBOLTTIME	001cf57c	data
_SPLINEINC	001f07b8	data
_STAMPSFXTIME1	001f20ac	data
_STAMPSFXTIME2	001f20b0	data
_STAPAnim	001ddc48	data
_STAPHOVERHEIGHT	001e90ac	data
_STARFIGHTERDEATHVELSCALE	001f07c0	data
_STARFIGHTERDRAWSCALE	033f4720	bss
_STARFIGHTERRADIUS	001f0790	data
_STATSPOS2Y	001efec4	data
_STATSPOSY	001efec0	data
_STATUSBUILDUPPOS	001f5e38	data
_STATUSBUILDUPSCALE	001f5e34	data
_STATUSCOLLECTNAMESIZE	001f5e24	data
_STATUSCOLLECTNAMEY	001f5e20	data
_STATUSCOLLECTY	001f5e1c	data
_STATUSHINTY	033eee00	bss
_STATUSPERCENTPOS	001f5e48	data
_STATUSPERCENTSCALE	001f5e44	data
_STATUSPROMPTMENUDY	001f5ebc	data
_STATUSPROMPTMENUY	001f5eb4	data
_STATUSPROMPTMENUY2	001f5eb8	data
_STATUSSCREENTIME	001f5e18	data
_STATUS_COINSCALE	001f5e90	data
_STATUS_COINTOTAL_Y	001f5e8c	data
_STATUS_KIT_TEXTOFFSET	001f5e64	data
_STATUS_KIT_TEXTSCALE	001f5e68	data
_STATUS_MINI_LEFTPOS_X	001f5e58	data
_STATUS_MINI_LOWPOS_Y	001f5e60	data
_STATUS_MINI_OFFSCREEN_Y	001f5e5c	data
_STATUS_MINI_SCALELARGE	001f5e4c	data
_STATUS_MINI_SCALESMALL	001f5e50	data
_STATUS_MINI_X	03492f0c	bss
_STATUS_MINI_Y	03492f08	bss
_STATUS_MINI_Z	001f5e54	data
_STATUS_SUPER_LOWPOS_Y	001f5e80	data
_STATUS_SUPER_OFFSCREEN_Y	001f5e7c	data
_STATUS_SUPER_RIGHTPOS_X	001f5e78	data
_STATUS_SUPER_SCALELARGE	001f5e6c	data
_STATUS_SUPER_SCALESMALL	001f5e70	data
_STATUS_SUPER_X	03492f04	bss
_STATUS_SUPER_Y	03492f00	bss
_STATUS_SUPER_Z	001f5e74	data
_STATUS_SUPER_ZEROOFFSET	001f5e88	data
_STATUS_SUPER_ZEROSCALE	001f5e84	data
_STATUS_TICKOFFSET	001f5e98	data
_STATUS_TICKSCALE	001f5e94	data
_STATUS_TITLE_SCALE	001f5e3c	data
_STATUS_TITLE_Y	001f5e40	data
_STOPBOUNCEMOMENTUM	001efe64	data
_SUPERBUFFERSIZE	001ceb18	data
_SUPERKITPIECES	0342648c	bss
_SURFACEBITS_DUST	033f476e	bss
_SURFACEBITS_NODUST	033f476c	bss
_SaucerAnim	001da948	data
_ScaleTerrain	03425b9c	bss
_ScaleTerrainT1	03425bac	bss
_ScaleTerrainT2	03425ba8	bss
_ScriptProcessFirstTimeActionFn	033f15ac	bss
_SebulbaGoalDistanceAhead$8784	00e19260	data
_SebulbaThrowGravity	00e19210	data
_SebulbaThrowSpeed	00e1920c	data
_SebulbasPodAnim	001df388	data
_SfxBits	034258e4	bss
_SfxInfo	0340e100	bss
_ShaakTiAnim	001e2b08	data
_ShadNorm	03425ae8	bss
_ShadPoly	03425bbc	bss
_ShadRoofNorm	03425acc	bss
_ShadRoofPoly	03425bb4	bss
_ShadRoofY	03425ac8	bss
_ShadowMat	00e49aac	bss
_ShadowQuadVB	03492ad8	bss
_Shadow_Map_System_app_enabled	034928e0	bss
_Shadow_Map_System_cast_item_count	03492784	bss
_Shadow_Map_System_curr_shadow_light	034928e4	bss
_Shadow_Map_System_framebuffer_surface	0349285c	bss
_Shadow_Map_System_framebuffer_texture	03492860	bss
_Shadow_Map_System_num_active_lights	03492858	bss
_Shadow_Map_System_previous_RT_buffer	034928dc	bss
_Shadow_Map_System_previous_RT_depth	034928d8	bss
_Shadow_Map_System_previous_camera	03492870	bss
_Shadow_Map_System_save_colorwriteenable	03492868	bss
_Shadow_Map_System_save_zwriteenable	03492864	bss
_Shadow_Map_System_shadow_mode	034928e8	bss
_ShelfPos	03427e20	bss
_ShopNameAlpha	03427b14	bss
_ShopShowCoinsRadius2	001e9b68	data
_SkinFlipTab	001f0a58	data
_SkinMemInfo	03425df0	bss
_SockTypeConfig	001f5f28	data
_SolidMtl	00e49aa0	bss
_SpaceRumbleTimer	033f4714	bss
_SpeedAdd	001f07e4	data
_SpeedBlur	001cd740	data
_SpeedDist	001f07e0	data
_SphereData	03425c90	bss
_SplTab	001cebfc	data
_StampPos	001f20b4	data
_StatusCollectList	03492f40	bss
_StatusPacket	03492f48	bss
_StatusPhaseDone	03492f2c	bss
_StormTrooperAnim	001cf9c8	data
_StoryCollectCount	033b540c	bss
_SubBigCharPush	03427b50	bss
_SubMenu$8292	034279fc	bss
_SubNormCharPush	03427b4c	bss
_SubShelfPos	03427dc8	bss
_SubShelfPush	03427b54	bss
_SuperBattleDroidAnim	001dff48	data
_T3DBOTY	001efe7c	data
_T3DTOPY	001efe78	data
_TBuff	033f4708	bss
_TC14Anim	001dd708	data
_TELEPORTTIME	001e8fd4	data
_TGM_MUL	001efe90	data
_TIMERSIZE	001eff3c	data
_TOBECONTINUEDSIZE	001f5eac	data
_TOGGLEHOLDTIME	001e8bb0	data
_TOGGLEREPEATTIME	001e8bb4	data
_TRAININGREMOTEHEIGHT	001e90d4	data
_TRANSFERTIME	001e8fd8	data
_TTab	033f3378	bss
_TUSKENRAIDERBOLTSPEED	001cf58c	data
_TUSKENRAIDERBOLTTIME	001cf590	data
_TWISTROLLDEG	001e8fc8	data
_TWO_PLAYER_FORCEFREEZETIME	001e9010	data
_TWO_PLAYER_FORCEFREEZEWARNINGTIME	001e900c	data
_TaunWeAnim	001dfb08	data
_TempBestSPos	0342d588	bss
_TempGame	033b4c48	bss
_TempOptions	033b4a14	bss
_TempSLoc	0342d570	bss
_TempSPosCount	0342d584	bss
_TempSPosList	0342d590	bss
_TempScanStack	03425af4	bss
_TempleCCutList	001e9af0	data
_TempleIntro1CutList	001e9ae8	data
_TempleIntro2CutList	001e9aec	data
_TerConTol	001f0a50	data
_TerI	03425c30	bss
_TerImpactData	03425a68	bss
_TerImpactDataCount	03425a64	bss
_TerImpactDataMax	03425a60	bss
_TerLayer	001f0958	data
_TerSurface	001f0868	data
_TerrImpact	03425a88	bss
_TerrImpactNormal	03425a70	bss
_TerrImpactPos	03425a7c	bss
_TerrLastImpact	03425a90	bss
_TerrOverRideScan	03425ab4	bss
_TerrPoly	03425c2c	bss
_TerrPolyInfo	03425bc8	bss
_TerrPolyObj	03425bc0	bss
_TerrShape	03425b98	bss
_TerrShapeAdjCnt	03425b94	bss
_TerrWallDeflectYScale	03425a6c	bss
_TerrWallInfo	03425bc7	bss
_TerrWallNorm	03425aa4	bss
_TerrWallTab	03425bc4	bss
_TerrainUpadteCnt	03425de0	bss
_TexAnimList	001cd5a8	data
_TimerAlpha	001eff44	data
_TimerScale	001eff40	data
_TitlesAlpha	033e90e4	bss
_TitlesFMVDelay	001f3980	data
_TopBigPush	03427b70	bss
_TopBigScale	03427be8	bss
_TopShelf	0342cf60	bss
_TopShelfPush	03427b80	bss
_TopShelfScale	03427bf8	bss
_Transfer	033bc910	bss
_TurretTarget	001f5ec4	data
_UpdateGroupTab	033f19c0	bss
_UseDoorCutCam	033e9728	bss
_UsePlayerList	033b5638	bss
_VEHICLEHEARTARCHEIGHT	001f04e0	data
_VEHICLEHEARTTIME	001f04d8	data
_VaderABeenIn	03425dfc	bss
_VaderBCutList	001e9af8	data
_VaderCCutList	001e9b50	data
_VaderIntroCutList	001e9af4	data
_Vader_ObiWanKilledAnakin	033e28c8	bss
_VehicleArea	033e0688	bss
_VehicleDrawDist	001cf604	data
_ViewCam	001efd90	data
_VolumeIndex	034375cc	bss
_VolumeList	034375d0	bss
_WA7Anim	001e57c8	data
_WALKSTEALTH	0342667c	bss
_WINGSPEEDZ	001f0788	data
_WINGSPEEDZTOWARDS	001f078c	data
_WORLD	001efcf4	data
_WaitingForCharacterTime	033b5200	bss
_WaitingForLevelTime	033e2728	bss
_WallSplCount	03425ba0	bss
_WallSplList	03425ba4	bss
_WookieAnim	001e0888	data
_WorldInfo	033dc9e0	bss
_YODADOUBLEJUMP2SPEED	001e8fe0	data
_YODADOUBLEJUMP3SPEED	001e8fe4	data
_YODAHOVERHEIGHT	001e90a8	data
_YodaAnim	001d9e08	data
_ZAPBOLTTIME	001cf570	data
_ZBufferOveride_ZBufferEnabled	0332b928	bss
_ZBufferOveride_ZEnable	001ceaf8	data
_ZBufferOveride_ZFunc	001ceb00	data
_ZBufferOveride_ZFuncEnabled	0332b920	bss
_ZBufferOveride_ZWrite	001ceafc	data
_ZBufferOveride_ZWriteEnabled	0332b924	bss
_ZGV_pTemp$9225	035ef0dc	bss
_ZGV_pTemp$9545	035ef0d5	bss
_ZTh4_N16CDirect3DTextureD0Ev	001c7ab0	sdata/sbss
_ZTh4_N20CDirect3DCubeTextureD0Ev	001c7f70	sdata/sbss
_ZTh4_N21CDirect3DVertexShaderD0Ev	001c6e40	sdata/sbss
_ZeroRTL	03492fec	bss
__CInfoTab	001e8f6c	data
__Z5ClampIfET_T_T_T_	001c9390	sdata/sbss
__Z9SwapValueI7numtl_sEvPT_	001b99a0	sdata/sbss
__Z9SwapValueR10nufaceon_s	001b9100	sdata/sbss
__Z9SwapValueR11nucolour3_s	001b9ac0	sdata/sbss
__Z9SwapValueR11nuspecial_s	001b9500	sdata/sbss
__Z9SwapValueR11nutexanim_s	001b9440	sdata/sbss
__Z9SwapValueR12nuinstance_s	001b9680	sdata/sbss
__Z9SwapValueR12nuinstanim_s	001b95a0	sdata/sbss
__Z9SwapValueR12rndrstream_s	001b9bd0	sdata/sbss
__Z9SwapValueR13numtlattrib_s	001b9af0	sdata/sbss
__Z9SwapValueR5rtl_s	001b8b90	sdata/sbss
__Z9SwapValueR6nufx_u	001b9ab0	sdata/sbss
__Z9SwapValueR6rtlset	001b8a30	sdata/sbss
__Z9SwapValueR7numtl_s	001b8eb0	sdata/sbss
__Z9SwapValueR8nugeom_s	001b9250	sdata/sbss
__Z9SwapValueR8nugobj_s	001b92c0	sdata/sbss
__Z9SwapValueR8nugscn_s	001b9740	sdata/sbss
__Z9SwapValueR8nuprim_s	001b9150	sdata/sbss
__Z9SwapValueR8nuvec4_s	001b94d0	sdata/sbss
__Z9SwapValueR8rtlset_2	001b8d50	sdata/sbss
__Z9SwapValueR9NUHGOBJ_s	001b9c00	sdata/sbss
__Z9SwapValueRf	001b9aa0	sdata/sbss
__Z9SwapValueRj	001b94b0	sdata/sbss
__Z9SwapValueRs	001b94c0	sdata/sbss
__Z9SwapValueRt	001b9bf0	sdata/sbss
__ZGV__ZZN11CD3DXEffect9BeginPassEjE14ArrayOfVectors_3	00e27c30	sdata/sbss
__ZGV__ZZN11CD3DXEffect9BeginPassEjE15ArrayOfMatrices_1	00e28238	sdata/sbss
__ZGV__ZZN11CD3DXEffect9BeginPassEjE26SupportsARBFragmentProgram_6	00e27618	sdata/sbss
__ZGV__ZZN11CD3DXEffect9BeginPassEjE29SupportsATITextFragmentShader_4	00e27628	sdata/sbss
__ZGV__ZZN11CD3DXEffect9BeginPassEjE31SupportsNVidiaRegisterCombiners_5	00e27620	sdata/sbss
__ZGV__ZZNK10Metrowerks23__cdeque_deleter_commonImSaImEE8max_sizeEvE2ms	00e28239	sdata/sbss
__ZGV__ZZNKSt22__deque_deleter_commonI13KeyboardEventSaIS0_EE8max_sizeEvE2ms	00e28250	sdata/sbss
__ZGV__ZZNKSt22__deque_deleter_commonI14VARReclaimDataSaIS0_EE8max_sizeEvE2ms	00e28240	sdata/sbss
__ZGV__ZZNKSt22__deque_deleter_commonImSaImEE8max_sizeEvE2ms	00e28248	sdata/sbss
__ZN10Metrowerks10hash_tableINSt4pairIKSsP17TechniqueInfoTypeEENS_8hash_mapISsS5_NS_4hashISsEENSt8equal_toISsEESaIS6_EE14value_hash_impILb1ELb1EEENSN_17value_compare_impILb1ELb1EEESaIS6_EE10insert_oneERKS6_	001c0ba0	sdata/sbss
__ZN10Metrowerks10hash_tableINSt4pairIKSsP17TechniqueInfoTypeEENS_8hash_mapISsS5_NS_4hashISsEENSt8equal_toISsEESaIS6_EE14value_hash_impILb1ELb1EEENSN_17value_compare_impILb1ELb1EEESaIS6_EE12bucket_countEm	001c2550	sdata/sbss
__ZN10Metrowerks10hash_tableINSt4pairIKSsP17TechniqueInfoTypeEENS_8hash_mapISsS5_NS_4hashISsEENSt8equal_toISsEESaIS6_EE14value_hash_impILb1ELb1EEENSN_17value_compare_impILb1ELb1EEESaIS6_EE14find_or_insertISsS5_EERT_RKT3_	001bd810	sdata/sbss
